Building Type,New Building,Elevator,Number of Floors,Total Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Price,District
Monolith,Yes,Available,14,66.0,2.0,1.0,3.2,14.0,Open Balcony,Not Available,Not Renovated,115076.0,Shengavit
Stone,No,Not Available,6,79.0,2.0,1.0,2.75,5.0,Not Available,Available,Partially Renovated,160000.0,Qanaqer-Zeytun
Panel,No,Available,10,72.0,2.0,1.0,2.75,8.0,Multiple Balconies,Not Available,Capital Renovated,98000.0,Kentron
Monolith,Yes,Available,12,44.0,1.0,1.0,2.75,11.0,Not Available,Available,Capital Renovated,77000.0,Ajapnyak
Stone,No,Not Available,4,53.0,2.0,1.0,2.7,1.0,Closed Balcony,Partially Furnished,Old Renovation,70000.0,Ajapnyak
Stone,No,Not Available,5,61.0,2.0,1.0,2.7,5.0,Not Available,Available,Capital Renovated,143000.0,Erebuni
Panel,No,Available,9,41.0,1.0,1.0,2.75,5.0,Closed Balcony,Not Available,Old Renovation,63000.0,Malatia-Sebastia
Stone,No,Not Available,5,76.0,3.0,1.0,2.7,5.0,Open Balcony,Not Available,Partially Renovated,90000.0,Nor Norq
Panel,No,Available,9,80.0,3.0,1.0,2.75,5.0,Closed Balcony,Partially Furnished,Old Renovation,90000.0,Ajapnyak
Panel,No,Available,16,67.0,2.0,1.0,2.8,9.0,Closed Balcony,Partially Furnished,Not Renovated,70000.0,Ajapnyak
Stone,No,Not Available,4,73.0,3.0,1.0,2.6,4.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,70000.0,Ajapnyak
Panel,No,Available,9,51.0,1.0,1.0,2.75,4.0,Closed Balcony,Partially Furnished,Not Renovated,71000.0,Qanaqer-Zeytun
Monolith,Yes,Available,18,66.0,2.0,2.0,3.0,10.0,Open Balcony,Available,Capital Renovated,191000.0,Qanaqer-Zeytun
Panel,No,Available,9,64.0,2.0,1.0,2.75,1.0,Multiple Balconies,Not Available,Not Renovated,88000.0,Qanaqer-Zeytun
Monolith,Yes,Available,15,116.0,4.0,2.0,3.0,3.0,Multiple Balconies,Not Available,Not Renovated,213000.0,Kentron
Stone,No,Not Available,5,45.0,1.0,1.0,2.7,2.0,Closed Balcony,Available,Capital Renovated,100000.0,Arabkir
Stone,No,Not Available,4,90.0,3.0,1.0,3.2,2.0,Not Available,Available,Capital Renovated,265000.0,Kentron
Monolith,Yes,Available,16,68.0,2.0,1.0,3.0,14.0,Closed Balcony,Not Available,Not Renovated,86000.0,Ajapnyak
Panel,No,Available,15,93.0,4.0,2.0,2.8,10.0,Closed Balcony,Partially Furnished,Partially Renovated,133000.0,Kentron
Panel,No,Available,9,42.0,2.0,1.0,2.7,7.0,Not Available,Partially Furnished,Cosmetic Renovation,82000.0,Kentron
Monolith,Yes,Available,8,47.0,2.0,1.0,3.0,5.0,Not Available,Available,Capital Renovated,160000.0,Arabkir
Monolith,No,Available,14,66.0,2.0,1.0,2.7,1.0,Not Available,Partially Furnished,Cosmetic Renovation,78000.0,Ajapnyak
Monolith,No,Available,9,92.0,3.0,1.0,3.0,9.0,Open Balcony,Partially Furnished,Euro Renovation,199000.0,Kentron
Stone,No,Not Available,4,83.0,3.0,1.0,2.75,1.0,Multiple Balconies,Available,Old Renovation,98000.0,Arabkir
Panel,No,Available,10,98.0,3.0,1.0,2.75,4.0,Open Balcony,Partially Furnished,Old Renovation,160000.0,Shengavit
Stone,No,Not Available,4,75.0,3.0,1.0,2.75,2.0,Multiple Balconies,Not Available,Partially Renovated,83000.0,Shengavit
Stone,No,Available,7,71.0,2.0,1.0,2.75,7.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,90000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,55.0,2.0,1.0,2.75,1.0,Closed Balcony,Partially Furnished,Partially Renovated,73000.0,Shengavit
Monolith,Yes,Available,12,65.0,2.0,1.0,3.0,4.0,Open Balcony,Partially Furnished,Capital Renovated,179000.0,Davtashen
Monolith,Yes,Available,15,60.0,2.0,1.0,3.0,12.0,Open Balcony,Available,Capital Renovated,176638.0,Kentron
Stone,No,Not Available,4,90.0,3.0,1.0,3.0,2.0,Multiple Balconies,Not Available,Not Renovated,270000.0,Kentron
Panel,No,Available,13,96.0,4.0,1.0,2.8,12.0,Multiple Balconies,Partially Furnished,Cosmetic Renovation,110000.0,Qanaqer-Zeytun
Panel,No,Available,16,80.0,3.0,1.0,2.8,9.0,Not Available,Partially Furnished,Capital Renovated,148000.0,Kentron
Monolith,Yes,Available,16,79.0,3.0,1.0,3.0,8.0,Open Balcony,Not Available,Not Renovated,120000.0,Nor Norq
Monolith,Yes,Available,14,76.0,3.0,2.0,3.0,11.0,Open Balcony,Not Available,Not Renovated,132000.0,Ajapnyak
Monolith,Yes,Available,15,79.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Capital Renovated,215000.0,Erebuni
Stone,No,Not Available,5,63.0,2.0,1.0,3.0,5.0,Multiple Balconies,Partially Furnished,Not Renovated,94871.0,Arabkir
Panel,No,Not Available,4,77.0,3.0,1.0,2.7,4.0,Closed Balcony,Partially Furnished,Capital Renovated,110000.0,Shengavit
Panel,No,Available,9,90.0,4.0,2.0,2.8,1.0,Closed Balcony,Available,Euro Renovation,205000.0,Kentron
Panel,No,Available,9,78.0,3.0,1.0,2.8,7.0,Closed Balcony,Partially Furnished,Capital Renovated,110000.0,Erebuni
Stone,No,Not Available,4,54.0,2.0,1.0,2.75,4.0,Closed Balcony,Partially Furnished,Capital Renovated,85000.0,Qanaqer-Zeytun
Monolith,Yes,Available,14,114.0,4.0,2.0,3.5,14.0,Multiple Balconies,Available,Designer Renovated,239999.0,Kentron
Stone,No,Not Available,5,57.0,2.0,1.0,2.75,5.0,Multiple Balconies,Available,Capital Renovated,92000.0,Shengavit
Panel,No,Available,9,72.0,3.0,1.0,2.7,1.0,Closed Balcony,Partially Furnished,Old Renovation,90000.0,Malatia-Sebastia
Stone,No,Not Available,5,56.0,2.0,1.0,3.0,5.0,Multiple Balconies,Available,Capital Renovated,168000.0,Kentron
Panel,No,Available,9,78.0,2.0,1.0,2.75,1.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,99000.0,Davtashen
Stone,No,Available,5,44.0,2.0,1.0,3.0,4.0,Multiple Balconies,Available,Cosmetic Renovation,120000.0,Kentron
Stone,No,Not Available,4,39.0,1.0,1.0,2.6,1.0,Closed Balcony,Available,Cosmetic Renovation,60000.0,Ajapnyak
Stone,No,Not Available,5,73.0,3.0,1.0,2.75,2.0,Closed Balcony,Not Available,Old Renovation,80000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,81.0,3.0,1.0,2.7,1.0,Not Available,Available,Capital Renovated,150000.0,Erebuni
Panel,No,Available,9,75.0,3.0,1.0,2.8,1.0,Not Available,Partially Furnished,Old Renovation,95000.0,Shengavit
Monolith,No,Available,16,76.0,3.0,1.0,2.7,7.0,Open Balcony,Available,Capital Renovated,141025.0,Ajapnyak
Panel,Yes,Available,10,78.0,2.0,1.0,2.8,9.0,Not Available,Available,Designer Renovated,159000.0,Arabkir
Panel,No,Available,14,84.0,3.0,1.0,2.75,7.0,Multiple Balconies,Available,Not Renovated,114000.0,Arabkir
Monolith,Yes,Available,16,94.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Capital Renovated,275000.0,Arabkir
Panel,No,Available,16,62.0,3.0,1.0,2.7,11.0,Not Available,Partially Furnished,Capital Renovated,73000.0,Ajapnyak
Panel,No,Available,9,81.0,3.0,1.0,2.8,9.0,Open Balcony,Not Available,Cosmetic Renovation,80000.0,Erebuni
Monolith,Yes,Available,8,122.0,4.0,2.0,3.0,6.0,Multiple Balconies,Not Available,Capital Renovated,250000.0,Arabkir
Stone,No,Available,6,40.0,2.0,1.0,3.2,4.0,Open Balcony,Available,Capital Renovated,144871.0,Arabkir
Panel,No,Available,9,86.0,3.0,1.0,2.75,8.0,Closed Balcony,Available,Partially Renovated,93000.0,Malatia-Sebastia
Stone,No,Not Available,5,55.0,2.0,1.0,2.75,1.0,Open Balcony,Partially Furnished,Partially Renovated,95000.0,Ajapnyak
Panel,No,Not Available,5,74.0,4.0,1.0,2.8,1.0,Not Available,Partially Furnished,Cosmetic Renovation,102564.0,Nor Norq
Monolith,Yes,Available,10,87.0,2.0,1.0,3.0,5.0,Open Balcony,Available,Designer Renovated,200000.0,Arabkir
Stone,No,Not Available,5,96.0,4.0,1.0,2.8,3.0,Open Balcony,Available,Euro Renovation,153000.0,Arabkir
Panel,No,Available,9,53.0,1.0,1.0,2.75,4.0,Closed Balcony,Partially Furnished,Capital Renovated,75000.0,Avan
Stone,No,Not Available,5,39.0,1.0,1.0,2.75,1.0,Closed Balcony,Available,Designer Renovated,67000.0,Shengavit
Panel,No,Not Available,4,70.0,3.0,1.0,2.7,1.0,Not Available,Partially Furnished,Old Renovation,110000.0,Shengavit
Stone,No,Not Available,4,54.0,2.0,1.0,2.6,1.0,Closed Balcony,Available,Partially Renovated,65000.0,Ajapnyak
Stone,No,Not Available,5,53.0,2.0,1.0,2.8,3.0,Not Available,Available,Designer Renovated,130000.0,Kentron
Monolith,Yes,Available,15,58.0,2.0,1.0,3.0,3.0,Open Balcony,Partially Furnished,Capital Renovated,265000.0,Kentron
Stone,No,Available,5,80.0,3.0,1.0,2.75,5.0,Multiple Balconies,Partially Furnished,Euro Renovation,102000.0,Malatia-Sebastia
Panel,No,Available,9,63.0,3.0,1.0,2.8,5.0,Not Available,Partially Furnished,Cosmetic Renovation,76000.0,Malatia-Sebastia
Panel,No,Available,16,65.0,2.0,1.0,2.75,4.0,Multiple Balconies,Not Available,Cosmetic Renovation,77000.0,Ajapnyak
Stone,No,Not Available,5,56.0,2.0,1.0,2.75,2.0,Closed Balcony,Available,Capital Renovated,95000.0,Shengavit
Monolith,Yes,Available,8,47.0,1.0,1.0,2.7,4.0,Closed Balcony,Not Available,Capital Renovated,75000.0,Ajapnyak
Stone,No,Not Available,5,38.0,1.0,1.0,2.75,3.0,Closed Balcony,Not Available,Old Renovation,63000.0,Kentron
Stone,No,Not Available,5,124.0,4.0,1.0,2.7,3.0,Not Available,Available,Capital Renovated,135000.0,Malatia-Sebastia
Stone,No,Not Available,5,76.0,3.0,1.0,2.75,5.0,Open Balcony,Partially Furnished,Euro Renovation,90000.0,Nor Norq
Stone,No,Not Available,4,53.0,2.0,1.0,2.6,1.0,Closed Balcony,Partially Furnished,Capital Renovated,81000.0,Ajapnyak
Monolith,Yes,Not Available,4,79.0,3.0,1.0,3.0,1.0,Not Available,Partially Furnished,Capital Renovated,166102.0,Qanaqer-Zeytun
Monolith,Yes,Available,14,71.0,2.0,1.0,2.75,14.0,Open Balcony,Available,Capital Renovated,140000.0,Davtashen
Stone,No,Not Available,5,37.0,2.0,1.0,3.5,5.0,Not Available,Available,Designer Renovated,150000.0,Kentron
Stone,No,Not Available,5,76.0,4.0,1.0,2.8,5.0,Open Balcony,Not Available,Euro Renovation,115000.0,Nor Norq
Stone,No,Not Available,5,55.0,2.0,1.0,3.0,5.0,Not Available,Partially Furnished,Euro Renovation,81000.0,Erebuni
Monolith,Yes,Available,17,75.0,3.0,1.0,3.0,15.0,Open Balcony,Not Available,Partially Renovated,115384.0,Ajapnyak
Panel,No,Available,14,105.0,4.0,1.0,2.7,9.0,Closed Balcony,Partially Furnished,Old Renovation,111000.0,Avan
Stone,No,Not Available,5,89.0,3.0,1.0,2.75,2.0,Multiple Balconies,Available,Capital Renovated,205000.0,Arabkir
Panel,No,Available,14,78.0,2.0,1.0,2.75,2.0,Closed Balcony,Partially Furnished,Partially Renovated,98000.0,Qanaqer-Zeytun
Monolith,Yes,Not Available,5,58.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Designer Renovated,129000.0,Kentron
Panel,No,Available,13,79.0,3.0,1.0,2.75,2.0,Closed Balcony,Available,Partially Renovated,98000.0,Qanaqer-Zeytun
Panel,No,Available,9,78.0,3.0,1.0,2.75,7.0,Closed Balcony,Available,Old Renovation,85000.0,Ajapnyak
Monolith,Yes,Available,14,55.0,2.0,1.0,3.0,3.0,Open Balcony,Not Available,Not Renovated,91000.0,Nor Norq
Monolith,Yes,Available,12,52.0,2.0,1.0,3.0,3.0,Open Balcony,Not Available,Capital Renovated,90000.0,Ajapnyak
Panel,No,Available,9,66.0,2.0,1.0,2.75,8.0,Closed Balcony,Available,Old Renovation,72000.0,Nor Norq
Panel,No,Available,11,100.0,4.0,1.0,2.75,6.0,Closed Balcony,Partially Furnished,Old Renovation,104000.0,Qanaqer-Zeytun
Monolith,Yes,Available,12,70.0,2.0,1.0,2.7,10.0,Closed Balcony,Partially Furnished,Capital Renovated,112500.0,Ajapnyak
Panel,No,Available,9,76.0,3.0,1.0,2.7,7.0,Closed Balcony,Partially Furnished,Partially Renovated,92000.0,Qanaqer-Zeytun
Monolith,Yes,Available,4,57.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovated,225000.0,Kentron
Monolith,Yes,Available,6,30.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Capital Renovated,63000.0,Nor Norq
Panel,No,Available,16,90.0,3.0,1.0,2.75,11.0,Open Balcony,Partially Furnished,Not Renovated,115000.0,Davtashen
Monolith,Yes,Available,15,60.0,2.0,1.0,3.0,5.0,Open Balcony,Not Available,Capital Renovated,175000.0,Kentron
Stone,No,Not Available,4,78.0,3.0,1.0,2.6,3.0,Open Balcony,Not Available,Designer Renovated,148000.0,Arabkir
Panel,No,Available,9,76.0,3.0,1.0,2.7,9.0,Open Balcony,Not Available,Cosmetic Renovation,100000.0,Avan
Panel,No,Available,14,70.0,3.0,1.0,2.8,6.0,Not Available,Available,Euro Renovation,90000.0,Ajapnyak
Panel,No,Available,9,73.0,3.0,1.0,2.7,1.0,Closed Balcony,Available,Old Renovation,80000.0,Nor Norq
Stone,No,Not Available,5,69.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Cosmetic Renovation,91000.0,Kentron
Stone,No,Not Available,4,38.0,1.0,1.0,3.0,1.0,Not Available,Not Available,Old Renovation,150000.0,Kentron
Stone,No,Not Available,5,40.0,2.0,1.0,3.0,2.0,Open Balcony,Partially Furnished,Capital Renovated,140000.0,Arabkir
Monolith,Yes,Available,13,78.0,3.0,2.0,3.0,5.0,Open Balcony,Not Available,Not Renovated,165000.0,Arabkir
Panel,No,Available,9,79.0,3.0,2.0,2.8,9.0,Multiple Balconies,Partially Furnished,Old Renovation,80000.0,Malatia-Sebastia
Stone,No,Available,9,95.0,3.0,1.0,2.8,2.0,Open Balcony,Not Available,Old Renovation,105000.0,Erebuni
Panel,No,Available,16,96.0,4.0,1.0,2.7,6.0,Closed Balcony,Partially Furnished,Capital Renovated,93000.0,Ajapnyak
Stone,No,Not Available,5,78.0,3.0,1.0,2.75,4.0,Multiple Balconies,Not Available,Old Renovation,95000.0,Ajapnyak
Stone,No,Not Available,5,78.0,3.0,1.0,3.0,3.0,Open Balcony,Available,Capital Renovated,220000.0,Kentron
Stone,No,Not Available,5,73.0,3.0,1.0,2.75,4.0,Multiple Balconies,Available,Capital Renovated,125000.0,Arabkir
Monolith,Yes,Available,9,98.0,3.0,2.0,3.0,2.0,Multiple Balconies,Available,Capital Renovated,235000.0,Arabkir
Stone,No,Not Available,5,62.0,2.0,1.0,2.5,4.0,Open Balcony,Available,Capital Renovated,133000.0,Arabkir
Monolith,Yes,Available,21,52.0,2.0,1.0,3.0,14.0,Open Balcony,Not Available,Not Renovated,120000.0,Kentron
Stone,No,Not Available,4,75.0,2.0,2.0,3.2,4.0,Multiple Balconies,Available,Capital Renovated,280000.0,Arabkir
Stone,No,Not Available,5,74.0,3.0,1.0,2.7,1.0,Not Available,Available,Capital Renovated,90000.0,Ajapnyak
Stone,No,Not Available,5,54.0,2.0,1.0,2.75,5.0,Closed Balcony,Partially Furnished,Old Renovation,84000.0,Qanaqer-Zeytun
Monolith,Yes,Available,18,104.0,4.0,1.0,3.0,14.0,Open Balcony,Not Available,Not Renovated,235000.0,Kentron
Monolith,Yes,Available,16,115.0,4.0,2.0,3.0,14.0,Multiple Balconies,Not Available,Capital Renovated,217948.0,Arabkir
Panel,No,Available,14,88.0,3.0,1.0,2.75,6.0,Multiple Balconies,Partially Furnished,Euro Renovation,100000.0,Avan
Monolith,Yes,Available,20,80.0,3.0,2.0,3.0,11.0,Multiple Balconies,Available,Capital Renovated,235000.0,Arabkir
Monolith,Yes,Available,16,76.0,3.0,1.0,3.0,10.0,Open Balcony,Available,Euro Renovation,185000.0,Qanaqer-Zeytun
Monolith,Yes,Available,16,93.0,3.0,1.0,3.0,5.0,Open Balcony,Partially Furnished,Capital Renovated,205000.0,Nor Norq
Stone,No,Not Available,5,60.0,2.0,1.0,3.0,4.0,Open Balcony,Partially Furnished,Cosmetic Renovation,100000.0,Kentron
Panel,No,Available,9,52.0,2.0,1.0,2.75,1.0,Not Available,Partially Furnished,Capital Renovated,95000.0,Arabkir
Panel,No,Available,10,40.0,1.0,1.0,2.75,6.0,Open Balcony,Available,Cosmetic Renovation,63000.0,Kentron
Stone,No,Not Available,5,100.0,3.0,1.0,2.75,5.0,Open Balcony,Available,Cosmetic Renovation,165000.0,Arabkir
Monolith,Yes,Available,14,59.0,3.0,1.0,2.8,4.0,Open Balcony,Available,Designer Renovated,135000.0,Ajapnyak
Panel,No,Available,9,85.0,4.0,1.0,2.75,4.0,Closed Balcony,Partially Furnished,Capital Renovated,123000.0,Malatia-Sebastia
Panel,No,Available,9,66.0,2.0,1.0,2.75,7.0,Closed Balcony,Available,Partially Renovated,99500.0,Arabkir
Panel,No,Available,9,75.0,3.0,1.0,2.7,9.0,Open Balcony,Not Available,Designer Renovated,112820.0,Qanaqer-Zeytun
Panel,No,Available,9,45.0,1.0,1.0,2.7,8.0,Closed Balcony,Partially Furnished,Capital Renovated,76000.0,Malatia-Sebastia
Monolith,Yes,Available,14,54.0,2.0,1.0,3.0,10.0,Open Balcony,Available,Capital Renovated,125000.0,Malatia-Sebastia
Stone,No,Not Available,5,113.0,4.0,1.0,2.75,2.0,Closed Balcony,Partially Furnished,Euro Renovation,158500.0,Erebuni
Panel,No,Available,14,83.0,3.0,1.0,2.75,13.0,Closed Balcony,Partially Furnished,Capital Renovated,123000.0,Davtashen
Monolith,Yes,Available,16,81.0,3.0,2.0,3.0,10.0,Open Balcony,Not Available,Capital Renovated,205000.0,Arabkir
Panel,No,Available,12,41.0,1.0,1.0,2.75,7.0,Closed Balcony,Partially Furnished,Capital Renovated,67000.0,Ajapnyak
Panel,No,Available,9,42.0,2.0,1.0,2.75,5.0,Closed Balcony,Partially Furnished,Designer Renovated,90000.0,Arabkir
Panel,No,Available,16,83.0,4.0,2.0,2.7,5.0,Closed Balcony,Available,Capital Renovated,108000.0,Ajapnyak
Panel,No,Available,10,68.0,2.0,1.0,2.7,3.0,Multiple Balconies,Partially Furnished,Capital Renovated,97000.0,Ajapnyak
Monolith,Yes,Available,12,47.0,1.0,1.0,2.75,9.0,Not Available,Partially Furnished,Cosmetic Renovation,76000.0,Ajapnyak
Monolith,Yes,Available,15,70.0,2.0,1.0,3.0,9.0,Open Balcony,Available,Capital Renovated,160000.0,Qanaqer-Zeytun
Panel,No,Available,12,80.0,3.0,1.0,2.75,11.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,91000.0,Arabkir
Panel,Yes,Available,9,74.0,3.0,1.0,2.75,5.0,Open Balcony,Partially Furnished,Euro Renovation,95000.0,Malatia-Sebastia
Stone,No,Not Available,5,83.0,3.0,1.0,2.75,5.0,Multiple Balconies,Partially Furnished,Euro Renovation,125000.0,Shengavit
Panel,No,Not Available,4,37.0,2.0,1.0,2.5,2.0,Closed Balcony,Available,Capital Renovated,76500.0,Qanaqer-Zeytun
Panel,No,Available,9,55.0,3.0,1.0,2.75,8.0,Closed Balcony,Available,Capital Renovated,72000.0,Malatia-Sebastia
Panel,No,Available,11,78.0,3.0,1.0,2.8,4.0,Closed Balcony,Available,Old Renovation,106666.0,Qanaqer-Zeytun
Monolith,Yes,Available,14,56.0,2.0,1.0,3.2,10.0,Open Balcony,Available,Designer Renovated,143000.0,Arabkir
Panel,No,Available,16,96.0,3.0,1.0,2.75,15.0,Open Balcony,Not Available,Not Renovated,200000.0,Arabkir
Monolith,Yes,Available,21,62.0,2.0,1.0,3.0,8.0,Not Available,Available,Capital Renovated,235000.0,Kentron
Stone,No,Not Available,5,60.0,3.0,1.0,2.75,1.0,Closed Balcony,Partially Furnished,Capital Renovated,99000.0,Arabkir
Panel,No,Available,14,85.0,3.0,2.0,2.75,13.0,Closed Balcony,Partially Furnished,Partially Renovated,96000.0,Avan
Panel,No,Available,10,49.0,1.0,1.0,2.75,2.0,Closed Balcony,Not Available,Capital Renovated,65000.0,Qanaqer-Zeytun
Stone,No,Not Available,4,46.0,1.0,1.0,2.75,1.0,Closed Balcony,Not Available,Cosmetic Renovation,87000.0,Arabkir
Stone,No,Not Available,5,63.0,2.0,2.0,2.75,5.0,Multiple Balconies,Available,Capital Renovated,195000.0,Kentron
Stone,No,Not Available,5,45.0,2.0,2.0,2.7,3.0,Closed Balcony,Available,Capital Renovated,105000.0,Arabkir
Panel,No,Available,16,83.0,3.0,1.0,2.7,5.0,Closed Balcony,Not Available,Partially Renovated,85000.0,Ajapnyak
Stone,No,Not Available,5,62.0,2.0,1.0,2.75,2.0,Multiple Balconies,Available,Capital Renovated,103000.0,Nor Norq
Monolith,Yes,Available,6,115.0,3.0,2.0,3.0,3.0,Multiple Balconies,Partially Furnished,Capital Renovated,233000.0,Nor Norq
Monolith,No,Available,8,80.0,3.0,1.0,2.7,7.0,Open Balcony,Available,Capital Renovated,270000.0,Kentron
Panel,No,Available,9,77.0,4.0,1.0,2.75,9.0,Open Balcony,Partially Furnished,Cosmetic Renovation,105000.0,Davtashen
Monolith,Yes,Available,5,85.0,2.0,2.0,3.0,2.0,Open Balcony,Available,Capital Renovated,235000.0,Kentron
Panel,No,Available,9,64.0,2.0,1.0,2.7,8.0,Closed Balcony,Partially Furnished,Euro Renovation,75000.0,Malatia-Sebastia
Stone,No,Not Available,4,70.0,3.0,1.0,2.7,4.0,Closed Balcony,Available,Capital Renovated,100000.0,Ajapnyak
Stone,No,Not Available,4,32.0,1.0,1.0,3.0,4.0,Open Balcony,Available,Capital Renovated,145000.0,Kentron
Stone,No,Not Available,5,32.0,1.0,1.0,3.0,2.0,Not Available,Available,Capital Renovated,88000.0,Erebuni
Stone,No,Not Available,4,36.0,2.0,1.0,3.2,3.0,Not Available,Available,Designer Renovated,85000.0,Shengavit
Stone,No,Not Available,4,54.0,2.0,1.0,2.75,4.0,Open Balcony,Partially Furnished,Capital Renovated,88000.0,Qanaqer-Zeytun
Monolith,Yes,Not Available,4,57.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Euro Renovation,128000.0,Nor Norq
Panel,No,Available,9,84.0,3.0,1.0,2.7,8.0,Multiple Balconies,Not Available,Capital Renovated,112000.0,Ajapnyak
Panel,No,Available,16,76.0,2.0,1.0,2.75,3.0,Closed Balcony,Available,Capital Renovated,92000.0,Ajapnyak
Panel,No,Available,9,73.0,3.0,1.0,2.8,3.0,Closed Balcony,Partially Furnished,Euro Renovation,85000.0,Malatia-Sebastia
Panel,No,Available,14,85.0,3.0,2.0,2.75,7.0,Multiple Balconies,Partially Furnished,Partially Renovated,93000.0,Malatia-Sebastia
Panel,No,Available,6,50.0,3.0,1.0,2.7,4.0,Not Available,Partially Furnished,Capital Renovated,65000.0,Erebuni
Panel,No,Available,9,76.0,3.0,1.0,3.0,1.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,180000.0,Kentron
Monolith,Yes,Available,9,100.0,4.0,2.0,3.0,8.0,Not Available,Available,Capital Renovated,279000.0,Davtashen
Stone,No,Not Available,4,54.0,2.0,1.0,2.6,2.0,Closed Balcony,Available,Capital Renovated,85000.0,Ajapnyak
Monolith,Yes,Available,9,99.0,3.0,1.0,3.0,5.0,Not Available,Partially Furnished,Euro Renovation,224000.0,Kentron
Monolith,Yes,Available,5,64.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Designer Renovated,235000.0,Kentron
Stone,No,Not Available,5,65.0,3.0,1.0,2.8,5.0,Closed Balcony,Not Available,Cosmetic Renovation,62000.0,Erebuni
Stone,No,Not Available,5,45.0,1.0,1.0,2.8,2.0,Not Available,Available,Capital Renovated,102000.0,Arabkir
Panel,No,Available,14,79.0,3.0,1.0,2.75,8.0,Closed Balcony,Available,Capital Renovated,122000.0,Arabkir
Monolith,Yes,Available,18,74.0,3.0,1.0,3.0,5.0,Open Balcony,Not Available,Not Renovated,160000.0,Avan
Panel,No,Available,14,67.0,3.0,1.0,2.8,2.0,Open Balcony,Partially Furnished,Partially Renovated,150000.0,Kentron
Stone,No,Not Available,5,48.0,1.0,1.0,2.7,1.0,Closed Balcony,Partially Furnished,Capital Renovated,75500.0,Ajapnyak
Stone,No,Not Available,5,68.0,2.0,1.0,2.7,5.0,Multiple Balconies,Available,Capital Renovated,115000.0,Ajapnyak
Stone,No,Not Available,5,80.0,3.0,1.0,2.8,5.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,90000.0,Qanaqer-Zeytun
Stone,No,Not Available,5,59.0,2.0,1.0,2.75,4.0,Multiple Balconies,Available,Partially Renovated,105000.0,Arabkir
Stone,No,Not Available,5,77.0,3.0,1.0,2.7,3.0,Closed Balcony,Partially Furnished,Capital Renovated,115000.0,Ajapnyak
Stone,No,Not Available,5,42.0,2.0,1.0,3.2,3.0,Closed Balcony,Partially Furnished,Cosmetic Renovation,82000.0,Shengavit
